player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Hill, Julian",TE,MIA,NA,1.2,0.7,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,16425,NA,0,0,NA,NA,NA,NA,NA,@IND,0.3,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,PHI,NA,0.9,0.6,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,15541,NA,0,0,NA,NA,NA,NA,NA,@NYG,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,0.8,0.6,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16706,NA,0,0,NA,NA,NA,NA,NA,LAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.9,0.4,4,NA,NA,0,0,0.4,NA,NA,FantasySharks,16646,NA,0,0,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Firkser, Anthony",TE,NYJ,NA,0.7,0.4,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,13919,NA,0,0,NA,NA,NA,NA,NA,@PIT,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Morris, Quintin",TE,BUF,NA,0,0,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,15341,NA,0,0,NA,NA,NA,NA,NA,TEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Ja'Tavion",TE,CAR,NA,1,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,16643,NA,0,0,NA,NA,NA,NA,NA,@WAS,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FitzPatrick, John",TE,GBP,NA,0.1,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15925,NA,0,0,NA,NA,NA,NA,NA,HOU,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wiley, Jared",TE,KCC,NA,0.8,0.5,3,NA,NA,0,0.1,0.1,NA,NA,FantasySharks,16648,NA,0,0,NA,NA,NA,NA,NA,@SFO,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.2,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14876,NA,0,0,NA,NA,NA,NA,NA,NEP,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Okwuegbunam, Albert",TE,PHI,NA,0.7,0.2,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,14873,NA,0,0,NA,NA,NA,NA,NA,@NYG,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.5,0.1,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,16644,NA,0,0,NA,NA,NA,NA,NA,CAR,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,4.7,4.7,58.2,NA,NA,0.4,0.1,8.24,NA,13023,FleaFlicker,13299,0,0,0,NA,NA,NA,NA,NA,KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE2,0.4,58.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.6,5.6,58.9,NA,NA,0.4,0.1,8.19,NA,9360,FleaFlicker,11244,0,0,0,NA,NA,NA,NA,NA,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE1,0.4,58.9,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,5.7,5.7,62.9,NA,NA,0.3,0.1,7.99,NA,18364,FleaFlicker,16641,0,0,0,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE3,0.3,62.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,5.3,5.3,51,NA,NA,0.3,0.1,6.86,NA,16895,FleaFlicker,15794,0,0,0,NA,NA,NA,NA,NA,LACMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE4,0.3,51,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,5.3,5.3,48.7,NA,NA,0.3,0.1,6.43,NA,12906,FleaFlicker,13189,0,0,0,NA,NA,NA,NA,NA,NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE8,0.3,48.7,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,3.3,3.3,43.1,NA,NA,0.3,0,5.97,NA,16256,FleaFlicker,15329,0,0,0,NA,NA,NA,NA,NA,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE10,0.3,43.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,4.2,4.2,43,NA,NA,0.2,0.1,5.7,NA,12904,FleaFlicker,13192,0,0,0,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE11,0.2,43,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,3.9,3.9,41.9,NA,NA,0.3,0.1,5.65,NA,13853,FleaFlicker,13772,0,0,0,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE19,0.3,41.9,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.5,3.5,37.7,NA,NA,0.3,0,5.35,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE9,0.3,37.7,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4,4,39.4,NA,NA,0.2,0.1,5.34,NA,17585,FleaFlicker,16213,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE7,0.2,39.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,3.7,3.7,38.3,NA,NA,0.3,0,5.31,NA,17681,FleaFlicker,16214,0,0,0,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE6,0.3,38.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,3.5,3.5,36.5,NA,NA,0.2,0,5.11,NA,16937,FleaFlicker,15802,0,0,0,NA,NA,NA,NA,NA,BALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE22,0.2,36.5,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.4,3.4,32.5,NA,NA,0.3,0,4.85,NA,9376,FleaFlicker,11247,0,0,0,NA,NA,NA,NA,NA,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE21,0.3,32.5,56%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,2.5,2.5,32.1,NA,NA,0.2,0,4.63,NA,13829,FleaFlicker,13671,0,0,0,NA,NA,NA,NA,NA,@TBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE14,0.2,32.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,3,3,31.9,NA,NA,0.2,0,4.61,NA,12088,FleaFlicker,12676,0,0,0,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE20,0.2,31.9,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.3,3.3,32.6,NA,NA,0.2,0,4.44,NA,16293,FleaFlicker,15331,0,0,0,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TE16,0.2,32.6,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPT.J. Hockenson,TE,MIN,NA,3.2,3.2,32,NA,NA,0.2,0,4.32,NA,14677,FleaFlicker,14138,0,0,0,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE12,0.2,32,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,3.3,3.3,34.5,NA,NA,0.1,0,4.27,NA,13813,FleaFlicker,13674,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE17,0.1,34.5,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.4,2.4,28.6,NA,NA,0.2,0,4.16,NA,16927,FleaFlicker,15798,0,0,0,NA,NA,NA,NA,NA,@TBMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE15,0.2,28.6,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,2.9,2.9,29.5,NA,NA,0.2,0,4.07,NA,15679,FleaFlicker,14871,0,0,0,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE23,0.2,29.5,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.3,3.3,31.1,NA,NA,0.1,0,3.99,NA,14665,FleaFlicker,14137,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE25,0.1,31.1,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.6,2.6,25.9,NA,NA,0.1,0,3.48,NA,13980,FleaFlicker,13847,0,0,0,NA,NA,NA,NA,NA,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE24,0.1,25.9,48%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,2.4,2.4,22.7,NA,NA,0.2,0,3.33,NA,18474,FleaFlicker,16645,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE27,0.2,22.7,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,2.4,2.4,23.8,NA,NA,0.1,0,3.14,NA,12974,FleaFlicker,13193,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE26,0.1,23.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.1,2.1,21.6,NA,NA,0.1,0,3.04,NA,16036,FleaFlicker,14861,0,0,0,NA,NA,NA,NA,NA,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE29,0.1,21.6,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,2.2,2.2,22,NA,NA,0.1,0,3.02,NA,18477,FleaFlicker,16643,0,0,0,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE34,0.1,22,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,LAC,NA,2.2,2.2,20,NA,NA,0.2,0,3,NA,13774,FleaFlicker,13680,0,0,0,NA,NA,NA,NA,NA,@ARIMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE39,0.2,20,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,2.1,2.1,20.7,NA,NA,0.1,0,2.95,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,@ARIMon 9:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE35,0.1,20.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,2.4,2.4,23.1,NA,NA,0.1,0,2.91,NA,16912,FleaFlicker,15889,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE31,0.1,23.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.2,2.2,20.8,NA,NA,0.1,0,2.78,NA,18475,FleaFlicker,16649,0,0,0,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE33,0.1,20.8,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.8,1.8,17.7,NA,NA,0.1,0,2.53,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,@SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE30,0.1,17.7,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,1.8,1.8,17.3,NA,NA,0.1,0,2.43,NA,13239,FleaFlicker,13940,0,0,0,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE32,0.1,17.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,LV,NA,1.7,1.7,17,NA,NA,0.1,0,2.4,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,17,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,1.5,1.5,15.8,NA,NA,0.1,0,2.28,NA,13845,FleaFlicker,13672,0,0,0,NA,NA,NA,NA,NA,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE28,0.1,15.8,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.6,1.6,16.4,NA,NA,0.1,0,2.28,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,@JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,16.4,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PUPTyler Higbee,TE,LAR,NA,1.7,1.7,16,NA,NA,0.1,0,2.06,NA,12140,FleaFlicker,12678,0,0,0,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE37,0.1,16,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.4,1.4,14.2,NA,NA,0.1,0,1.94,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE40,0.1,14.2,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1,1,12.1,NA,NA,0.1,0,1.85,NA,12887,FleaFlicker,13246,0,0,0,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE41,0.1,12.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1.3,1.3,13.6,NA,NA,0.1,0,1.82,NA,17235,FleaFlicker,15970,0,0,0,NA,NA,NA,NA,NA,@NOThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,13.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.2,1.2,12,NA,NA,0.1,0,1.66,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,12,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.2,1.2,11.1,NA,NA,0.1,0,1.47,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,DENThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE18,0.1,11.1,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,0.9,0.9,9.1,NA,NA,0.1,0,1.45,NA,14734,FleaFlicker,14143,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE36,0.1,9.1,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,1.1,1.1,10.7,NA,NA,0.1,0,1.41,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,10.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,0.9,0.9,9.1,NA,NA,0.1,0,1.33,NA,17626,FleaFlicker,16269,0,0,0,NA,NA,NA,NA,NA,NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE43,0.1,9.1,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.9,0.9,9.9,NA,NA,0.1,0,1.33,NA,18465,FleaFlicker,16642,0,0,0,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.9,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,1,1,9.1,NA,NA,0.1,0,1.21,NA,16986,FleaFlicker,15804,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,9.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,0.9,0.9,9.1,NA,NA,0,0,1.15,NA,13874,FleaFlicker,13678,0,0,0,NA,NA,NA,NA,NA,@WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,9.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,0.8,0.8,7.6,NA,NA,0.1,0,1.1,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,7.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,0.8,0.8,8,NA,NA,0.1,0,1.1,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE45,0.1,8,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.8,0.8,7.4,NA,NA,0.1,0,1.1,NA,16572,FleaFlicker,15626,0,0,0,NA,NA,NA,NA,NA,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,7.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.7,0.7,7.2,NA,NA,0.1,0,1,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,@PITSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,7.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.7,0.7,7,NA,NA,0.1,0,1,NA,17639,FleaFlicker,16216,0,0,0,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,7,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,PIT,NA,0.7,0.7,5.5,NA,NA,0.1,0,0.89,NA,11331,FleaFlicker,12309,0,0,0,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,5.5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,0.7,0.7,6.5,NA,NA,0,0,0.89,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,6.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,0.6,0.6,6.4,NA,NA,0,0,0.88,NA,15575,FleaFlicker,14870,0,0,0,NA,NA,NA,NA,NA,@NOThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,6.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,0.7,0.7,6.2,NA,NA,0,0,0.86,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,0.6,0.6,5.8,NA,NA,0,0,0.82,NA,17730,FleaFlicker,16220,0,0,0,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sims,TE,GB,NA,0.5,0.5,5.2,NA,NA,0.1,0,0.82,NA,17886,FleaFlicker,16483,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,5.2,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
