player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Drew Ogletree,TE,IND,NA,0.5,0.5,5.2,NA,NA,0,0,0.76,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.2,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,0.6,0.6,5.3,NA,NA,0,0,0.75,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,5.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,5.81,59.54,NA,NA,0.42,NA,8.43,NA,travis-kelce-1,NumberFire,11244,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,14.51,#14,78,1,11.34,7100,1.6,14.27,6300,2.27,11.34,21,0.54
Brock Bowers,TE,LV,NA,NA,5.64,64.6,NA,NA,0.33,NA,8.41,NA,brock-bowers,NumberFire,16641,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.34,14.48,#28,79,2,11.22,7000,1.6,14.07,5800,2.43,11.22,20,0.56
George Kittle,TE,SF,NA,NA,4.93,58.12,NA,NA,0.39,NA,8.16,NA,george-kittle,NumberFire,13299,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,14.14,#9,82,3,10.6,7500,1.41,13.08,6000,2.18,10.6,25,0.42
Evan Engram,TE,JAC,NA,NA,5.58,48.23,NA,NA,0.29,NA,6.5,NA,evan-engram,NumberFire,13189,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.9,#25,108,4,9.25,6600,1.4,12.1,4900,2.47,9.25,20,0.46
Trey McBride,TE,ARI,NA,NA,5.52,50.96,NA,NA,0.22,NA,6.37,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.72,#4,113,5,9.12,6700,1.36,11.92,5700,2.09,9.12,21,0.43
Dalton Schultz,TE,HOU,NA,NA,3.93,44.92,NA,NA,0.24,NA,5.88,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.06,#7,121,6,7.88,5200,1.52,9.86,4200,2.35,7.88,13,0.61
Sam LaPorta,TE,DET,NA,NA,3.95,42.73,NA,NA,0.25,NA,5.75,NA,sam-laporta,NumberFire,16214,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#1,130,7,7.75,6500,1.19,9.73,5300,1.84,7.75,16,0.48
David Njoku,TE,CLE,NA,NA,4.28,43.7,NA,NA,0.23,NA,5.69,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,10.8,#27,132,8,7.85,5300,1.48,10.02,4100,2.44,7.85,17,0.46
Kyle Pitts,TE,ATL,NA,NA,3.34,40.39,NA,NA,0.26,NA,5.63,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.72,#17,134,9,7.27,5900,1.23,8.95,4500,1.99,7.27,15,0.48
Tucker Kraft,TE,GB,NA,NA,3.57,38,NA,NA,0.23,NA,5.15,NA,tucker-kraft,NumberFire,16222,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,10.07,#12,142,10,6.95,5800,1.2,8.75,4600,1.9,6.95,17,0.41
Zach Ertz,TE,WSH,NA,NA,3.51,30.65,NA,NA,0.3,NA,4.87,NA,zach-ertz-1,NumberFire,11247,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,9.69,#31,150,11,6.62,5100,1.3,8.39,3900,2.15,6.62,12,0.55
Dalton Kincaid,TE,BUF,NA,NA,3.85,35.68,NA,NA,0.21,NA,4.8,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.6,#6,152,12,6.73,6300,1.07,8.68,5000,1.74,6.73,16,0.42
Cade Otton,TE,TB,NA,NA,3.8,37.05,NA,NA,0.19,NA,4.8,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.6,#24,152,12,6.71,5400,1.24,8.64,3600,2.4,6.71,13,0.52
Hunter Henry,TE,NE,NA,NA,3.13,35.27,NA,NA,0.21,NA,4.79,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.01,9.59,#32,154,14,6.35,5300,1.2,7.93,3700,2.14,6.35,12,0.53
Mark Andrews,TE,BAL,NA,NA,2.51,33.33,NA,NA,0.23,NA,4.71,NA,mark-andrews,NumberFire,13671,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.06,9.48,#19,157,15,5.95,5700,1.04,7.21,4000,1.8,5.95,13,0.46
Isaiah Likely,TE,BAL,NA,NA,2.69,34.59,NA,NA,0.19,NA,4.59,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.32,#19,159,16,5.94,5500,1.08,7.3,4300,1.7,5.94,13,0.46
Noah Fant,TE,SEA,NA,NA,3.37,34.76,NA,NA,0.15,NA,4.42,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.25,9.09,#18,160,17,6.08,5100,1.19,7.77,3500,2.22,6.08,12,0.51
Pat Freiermuth,TE,PIT,NA,NA,3.06,30.36,NA,NA,0.18,NA,4.09,NA,pat-freiermuth,NumberFire,15331,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.46,8.64,#11,167,18,5.63,5600,1.01,7.18,4400,1.63,5.63,13,0.43
Colby Parkinson,TE,LA,NA,NA,3.07,29.91,NA,NA,0.15,NA,3.89,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#20,175,19,5.43,5200,1.04,6.97,3800,1.83,5.43,10,0.54
Johnny Mundt,TE,MIN,NA,NA,2.52,23.11,NA,NA,0.19,NA,3.46,NA,johnny-mundt,NumberFire,13940,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.87,7.79,#10,188,20,4.69,4700,1,5.96,2800,2.13,4.69,10,0.47
Jonnu Smith,TE,MIA,NA,NA,2.77,24.57,NA,NA,0.12,NA,3.44,NA,jonnu-smith,NumberFire,13193,0.29,1.55,0.03,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#23,189,21,4.88,5000,0.98,6.28,3400,1.85,4.88,10,0.49
Juwan Johnson,TE,NO,NA,NA,2.51,25.52,NA,NA,0.15,NA,3.42,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.73,#3,192,22,4.71,5200,0.91,5.97,3300,1.81,4.71,11,0.43
Chigoziem Okonkwo,TE,TEN,NA,NA,2.76,25.42,NA,NA,0.1,NA,3.13,NA,chigoziem-okonkwo,NumberFire,15889,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.34,#15,200,23,4.52,4800,0.94,5.91,3100,1.91,4.52,NA,NA
Erick All Jr.,TE,CIN,NA,NA,2.53,21.14,NA,NA,0.17,NA,3.11,NA,erick-all-jr,NumberFire,16645,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.09,7.31,#21,203,24,4.36,4700,0.93,5.64,2700,2.09,4.36,10,0.44
Theo Johnson,TE,NYG,NA,NA,2.59,24.41,NA,NA,0.1,NA,3.04,NA,theo-johnson,NumberFire,16649,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.22,#22,206,25,4.32,4900,0.88,5.62,2800,2.01,4.32,10,0.43
Tyler Conklin,TE,NYJ,NA,NA,2.4,23.55,NA,NA,0.11,NA,3.01,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.16,7.18,#5,207,26,4.18,5000,0.84,5.4,3500,1.54,4.18,12,0.35
Will Dissly,TE,LAC,NA,NA,2.1,21.41,NA,NA,0.14,NA,2.98,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.18,7.14,#29,208,27,3.99,4800,0.83,5.06,2800,1.81,3.99,10,0.4
Ja'Tavion Sanders,TE,CAR,NA,NA,2.31,20.61,NA,NA,0.14,NA,2.89,NA,ja-tavion-sanders,NumberFire,16643,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.24,7.02,#30,210,28,4.02,4900,0.82,5.19,2900,1.79,4.02,10,0.4
Hayden Hurst,TE,LAC,NA,NA,2.16,19.81,NA,NA,0.13,NA,2.73,NA,hayden-hurst,NumberFire,13680,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.34,6.8,#29,219,29,3.8,4500,0.84,4.9,2600,1.88,3.8,10,0.38
Taysom Hill,TE,NO,NA,NA,0.79,7.34,NA,NA,0.04,NA,2.68,NA,taysom-hill,NumberFire,13424,2.31,10.86,0.11,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.73,#3,221,30,3.08,6000,0.51,3.49,4000,0.87,3.08,14,0.22
Noah Gray,TE,KC,NA,NA,1.91,18.52,NA,NA,0.12,NA,2.57,NA,noah-gray-1,NumberFire,15337,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.58,#14,226,31,3.51,4700,0.75,4.47,2800,1.6,3.51,10,0.35
Dallas Goedert,TE,PHI,NA,NA,1.79,17.42,NA,NA,0.08,NA,2.23,NA,dallas-goedert,NumberFire,13674,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.13,#13,236,32,3.1,6100,0.51,4,4700,0.85,3.1,17,0.18
Foster Moreau,TE,NO,NA,NA,1.57,16.84,NA,NA,0.09,NA,2.18,NA,foster-moreau,NumberFire,14239,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.06,#3,238,33,2.99,4800,0.62,3.78,3000,1.26,2.99,10,0.3
Austin Hooper,TE,NE,NA,NA,1.44,14.92,NA,NA,0.09,NA,2.01,NA,austin-hooper,NumberFire,12677,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.83,#32,240,34,2.75,4400,0.63,3.47,2700,1.29,2.75,10,0.28
Lucas Krull,TE,DEN,NA,NA,1.45,14.57,NA,NA,0.09,NA,1.96,NA,lucas-krull,NumberFire,15970,0,0,0,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#16,241,35,2.7,4300,0.63,3.44,2500,1.38,2.7,10,0.27
Ian Thomas,TE,CAR,NA,NA,1.46,14.15,NA,NA,0.09,NA,1.95,NA,ian-thomas,NumberFire,13678,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.85,5.75,#30,242,36,2.67,4200,0.64,3.41,2500,1.36,2.67,10,0.27
Brenton Strange,TE,JAC,NA,NA,1.34,12.52,NA,NA,0.09,NA,1.78,NA,brenton-strange,NumberFire,16269,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#25,246,37,2.44,4700,0.52,3.12,2800,1.11,2.44,10,0.24
Kylen Granson,TE,IND,NA,NA,1.18,12.91,NA,NA,0.08,NA,1.77,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.5,#8,247,38,2.34,4300,0.54,2.94,2500,1.18,2.34,10,0.23
Harrison Bryant,TE,LV,NA,NA,1.31,12.7,NA,NA,0.09,NA,1.77,NA,harrison-bryant,NumberFire,14875,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.5,#28,247,38,2.45,4400,0.56,3.11,2500,1.24,2.45,10,0.25
Mo Alie-Cox,TE,IND,NA,NA,0.95,11.61,NA,NA,0.08,NA,1.62,NA,mo-alie-cox,NumberFire,13246,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.06,5.3,#8,254,40,2.1,4700,0.45,2.58,2800,0.92,2.1,10,0.21
Connor Heyward,TE,PIT,NA,NA,1.21,11.03,NA,NA,0.08,NA,1.58,NA,connor-heyward,NumberFire,15800,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.09,5.25,#11,257,41,2.17,4100,0.53,2.78,2500,1.11,2.17,10,0.22
Grant Calcaterra,TE,PHI,NA,NA,1.24,11.75,NA,NA,0.07,NA,1.56,NA,grant-calcaterra,NumberFire,15804,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.22,#13,258,42,2.2,5100,0.43,2.83,3200,0.88,2.2,10,0.22
Darnell Washington,TE,PIT,NA,NA,1.13,10.41,NA,NA,0.08,NA,1.49,NA,darnell-washington,NumberFire,16216,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#11,262,43,2.07,4500,0.46,2.64,2600,1.02,2.07,10,0.21
Josh Oliver,TE,MIN,NA,NA,1.04,9.83,NA,NA,0.08,NA,1.48,NA,josh-oliver,NumberFire,14209,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.15,5.11,#10,264,44,1.96,4800,0.41,2.49,2900,0.86,1.96,10,0.2
Mike Gesicki,TE,CIN,NA,NA,1.1,10.03,NA,NA,0.07,NA,1.44,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.06,#21,266,45,1.97,5000,0.39,2.52,3000,0.84,1.97,10,0.2
Brock Wright,TE,DET,NA,NA,0.93,8.87,NA,NA,0.07,NA,1.3,NA,brock-wright,NumberFire,15626,0,0,0,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.87,#1,270,46,1.77,4200,0.42,2.24,2600,0.86,1.77,10,0.18
Will Mallory,TE,IND,NA,NA,0.89,9.12,NA,NA,0.06,NA,1.28,NA,will-mallory,NumberFire,16220,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.28,4.84,#8,273,47,1.7,4000,0.43,2.15,2500,0.86,1.7,10,0.17
Dawson Knox,TE,BUF,NA,NA,0.85,8.1,NA,NA,0.07,NA,1.25,NA,dawson-knox,NumberFire,14143,0,0,0,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,4.8,#6,274,48,1.64,4600,0.36,2.07,3000,0.69,1.64,10,0.16
Durham Smythe,TE,MIA,NA,NA,1,8.34,NA,NA,0.04,NA,1.08,NA,durham-smythe,NumberFire,13676,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.41,4.57,#23,277,49,1.57,4200,0.37,2.07,2600,0.8,1.57,10,0.16
Stone Smartt,TE,LAC,NA,NA,0.77,7.6,NA,NA,0.05,NA,1.07,NA,stone-smartt,NumberFire,16113,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.56,#29,278,50,1.45,4000,0.36,1.83,2500,0.73,1.45,10,0.15
Jody Fortson,TE,KC,NA,NA,0.71,6.59,NA,NA,0.05,NA,0.94,NA,jody-fortson,NumberFire,15070,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.38,#14,282,51,1.29,4000,0.32,1.66,2500,0.66,1.29,10,0.13
Davis Allen,TE,LA,NA,NA,0.69,6.27,NA,NA,0.04,NA,0.88,NA,davis-allen,NumberFire,16219,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#20,284,52,1.21,4000,0.3,1.56,2500,0.62,1.21,10,0.12
Andrew Ogletree,TE,IND,NA,NA,0.59,6.18,NA,NA,0.04,NA,0.88,NA,andrew-ogletree,NumberFire,15916,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.54,4.3,#8,284,52,1.15,4600,0.25,1.45,NA,NA,1.15,NA,NA
Jack Stoll,TE,PHI,NA,NA,0.72,6.32,NA,NA,0.04,NA,0.86,NA,jack-stoll,NumberFire,15541,0,0,0,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#13,286,54,1.23,4000,0.31,1.59,2700,0.59,1.23,10,0.12
Josh Whyle,TE,TEN,NA,NA,0.74,6.54,NA,NA,0.03,NA,0.85,NA,josh-whyle,NumberFire,16312,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#15,288,55,1.2,4300,0.28,1.57,2500,0.63,1.2,10,0.12
Drew Sample,TE,CIN,NA,NA,0.73,5.57,NA,NA,0.05,NA,0.83,NA,drew-sample,NumberFire,14146,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.57,4.23,#21,290,56,1.2,4200,0.29,1.58,2500,0.63,1.2,10,0.12
Cade Stover,TE,HOU,NA,NA,0.5,5.56,NA,NA,0.03,NA,0.74,NA,cade-stover,NumberFire,16642,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.11,#7,292,57,0.99,4200,0.24,1.24,2500,0.5,0.99,10,0.1
Hunter Long,TE,LA,NA,NA,0.57,5.18,NA,NA,0.03,NA,0.72,NA,hunter-long,NumberFire,15334,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#20,295,58,0.98,4300,0.23,1.27,2500,0.51,0.98,10,0.1
AJ Barner,TE,SEA,NA,NA,0.55,5.01,NA,NA,0.03,NA,0.69,NA,aj-barner,NumberFire,16723,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#18,297,59,0.96,4300,0.22,1.23,2500,0.49,0.96,10,0.1
Charlie Kolar,TE,BAL,NA,NA,0.4,4.77,NA,NA,0.03,NA,0.67,NA,charlie-kolar,NumberFire,15795,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.02,#19,299,60,0.86,4400,0.2,1.06,2600,0.41,0.86,10,0.09
Tommy Tremble,TE,CAR,NA,NA,0.5,4.81,NA,NA,0.03,NA,0.67,NA,tommy-tremble,NumberFire,15332,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.02,#30,299,60,0.91,4500,0.2,1.16,2900,0.4,0.91,10,0.09
Ben Sims,TE,GB,NA,NA,0.47,4.4,NA,NA,0.04,NA,0.66,NA,ben-sims,NumberFire,16483,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4,#12,302,62,0.92,4300,0.21,1.15,2600,0.44,0.92,10,0.09
